
;Start
1,[male] [surname]. Nickname: [nickname]
1,[female] [surname]. Nickname: [nickname]

;male
1,Sutarbi (greedy)
1,Abdulrakhman (slave of the All-mighty)
1,Kurbika (proud)
1,Abbas (sullen)
1,Dika (good)
1,Abdul-Khamid
1,Ali (elevated)
1,Akhmad (glorified)
1,Mukhammad (glorious)
1,Bulat (steel)
1,Vadud (affectionate)
1,Daud (loving friend)
1,Jamal (beauty)
1,Jamaldin (the beauty of faith)
1,Mansur (victorious)
1,Ayub (repentant)
1,Dzhalal
1,Abu (father)
1,Magomet
1,Said-Khasan
1,Abdul-Malik
1,Osman
1,Aslanbek
1,Khadzhi
1,Katy (yes, it is a guy's name)
1,Movsur
1,Akhmat
1,Abdullah (slave of the Allah)
1,Aslambek
1,Salambek
1,Ibrakhim (father of all nations)
1,Malik (possessor)
1,Usman
1,Inarkaev
1,Ziya
1,Nurdin
1,Tashtemir
1,Yunusov
1,Adnan
1,Yunus

;female
1,Zulai
1,Yakha (live)
1,Zargan
1,Malika (queen)
1,Yakhiyta (let her live)
1,Laila (lily)
1,Zainab (buxom)
1,Aisha (alive)
1,Khaza (beautiful)
1,Maira (courageous)
1,Fatima
1,Yisa (stay)
1,Satziyta (let it stop)
1,Mariam
1,Venera
1,Iya
1,Nina
1,Vera
1,Milana
1,Dobryna

;surname
1,Hamidov
1,Umkhayev
1,Kadyrov
1,Aslakhanov
1,Khadzhiev
1,Bisliev
1,Ibragimov
1,Musliyevich
1,Rushisvili
1,Shervashidze
1,Vizirov
1,Melikov
1,Sultygov
1,Inarkaevich
1,Eldarkhanov
1,Khadzhiyev
1,Gairbekov
1,Masaev
1,Bazhaev
1,Usamov
1,Akhtakhanov
1,Sheripov
1,Kishiev
1,Sultanovich
1,Desheriyev
1,Arsanukayev
1,Vedzizhev
1,Kadiev
1,Akhtakhanov
1,Bataev
1,Chichigov
1,Dratchev
1,Godina
1,Karataev
1,Panova
1,Ryzaev
1,Timayev
1,Batukayev
1,Korgay
1,Barsukov

;nickname
1,Chiygyardig (swallow)
1,Kuyara (hawk)
1,Borz (wolf)
1,Ovlur (lamb of winter cattle)
1,Lom (lion)
1,Bozh (goat) 
1,Markha (cloud)
1,Seda (star)
1,Batta (lunar)
1,Mayalkh-ayazni (solar beauty)
1,Moma (partridge)
1,Selasat (oriole)
1,Chovka (rook)
1,Durgali (white-bellied martin)
1,Makkhal (black kite)
1,Olkhazar (bird)
1,Khyoza (sparrow)
1,Lecha (falcon)
1,Ayrzu (an eagle)
1,Kotam (hen)
1,Kameta (comet)
1,Cha (bear)
1,Nal (wild boar denoting power)
1,Zhyogal (fox denoting servility)
1,Dakka (mouse denoting sneakiness)
1,Zizig (cat)
1,Kyeza (puppy)
1,Lu (roe-buck)
1,Sai (deer denoting gracefulness)
1,Khokha (dove)
1,Todakh (piper)
1,Nyanya (rooster)
1,LaykHya (snake)
1,Moylkya (lizard)
1,Pkhid (frog)
1,Gezg (spider)
1,Segal (flea)
1,Zyubdar (leech)
1,Deti (silver)
1,Polla (butterfly)


