

;Start
2704, Abbeville city, Alabama
4525, Adamsville city, Alabama
754, Addison town, Alabama
348, Akron town, Alabama
30799, Alabaster city, Alabama
21421, Albertville city, Alabama
14876, Alexander City city, Alabama
2438, Aliceville city, Alabama
625, Allgood town, Alabama
932, Altoona town, Alabama
9083, Andalusia city, Alabama
283, Anderson town, Alabama
22959, Anniston city, Alabama
8147, Arab city, Alabama
1232, Ardmore town, Alabama
4109, Argo town, Alabama
759, Ariton town, Alabama
357, Arley town, Alabama
2167, Ashford town, Alabama
2028, Ashland town, Alabama
2232, Ashville city, Alabama
22590, Athens city, Alabama
10147, Atmore city, Alabama
6042, Attalla city, Alabama
54566, Auburn city, Alabama
881, Autaugaville town, Alabama
547, Avon town, Alabama
607, Babbie town, Alabama
612, Baileyton town, Alabama
275, Bakerhill town, Alabama
178, Banks town, Alabama
8216, Bay Minette city, Alabama
2555, Bayou La Batre city, Alabama
1066, Bear Creek town, Alabama
297, Beatrice town, Alabama
197, Beaverton town, Alabama
214, Belk town, Alabama
49, Benton town, Alabama
1143, Berry town, Alabama
27475, Bessemer city, Alabama
146, Billingsley town, Alabama
212413, Birmingham city, Alabama
207, Black town, Alabama
1696, Blountsville town, Alabama
94, Blue Springs town, Alabama
9569, Boaz city, Alabama
324, Boligee town, Alabama
115, Bon Air town, Alabama
808, Brantley town, Alabama
4925, Brent city, Alabama
5376, Brewton city, Alabama
2421, Bridgeport city, Alabama
2947, Brighton city, Alabama
896, Brilliant town, Alabama
1364, Brookside town, Alabama
1854, Brookwood town, Alabama
2077, Brundidge city, Alabama
1863, Butler town, Alabama
11791, Calera city, Alabama
1990, Camden city, Alabama
1015, Camp Hill town, Alabama
2009, Carbon Hill city, Alabama
55, Cardiff town, Alabama
300, Carolina town, Alabama
1002, Carrollton town, Alabama
586, Castleberry town, Alabama
1825, Cedar Bluff town, Alabama
16942, Center Point city, Alabama
3498, Centre city, Alabama
2758, Centreville city, Alabama
1272, Chatom town, Alabama
