
;Start
1,[Places]

;Places
10,'[Pulp Fantasy Nation.Start]'--a strange and distant place
1,'an alternate plane' where everything is [Planeadjective]
20,'a cosmopolitan city', known for its [Citythingy] as well as its [cityadj] buildings
10,'an island'
10,'an obscure part of the sea' where our heroes find [Seathings]
8,'an underground complex' containing <br/>These traps: [Traps.Start], [Traps.Start], [Traps.Start]<br/>These creatures: [Weird Fantasy Monster.Start], [Weird Fantasy Monster.Start], [Weird Fantasy Monster.Start]
5,'a cave complex'
10,'a classic dungeon' featuring: [obstacle] and containing:<br/>These traps: [Traps.Start], [Traps.Start], [Traps.Start]<br/>These creatures: [Weird Fantasy Monster.Start], [Weird Fantasy Monster.Start], [Weird Fantasy Monster.Start]
9,'the docks' where all life is [cityadj]
2,'a laboratory'
3,'a wizard's tower'
4,'a fortress:'<br/>[Random Fortress.Start]
5,'a legendary forest' home to the [simplecolor] [Animal.Weirdsymbol]
5,'a lost city'
5,'a lunatic's fortress'<br/>[Random Fortress.Start]
2,'a magical lake' [Freshwaterproperties]
9,'the mansion of a powerful NPC' Contains:<br/>[Fantasy Mansion Domestic Security Measures.Start][Fantasy Mansion Domestic Security Measures.Start]
4,'a military encampment'
3,'the palace of the ruler or local lord'<br/>[Random Fortress.Start]<br/>Also:[Fantasy Mansion Domestic Security Measures.Start]
4,'ancient ruins' containing:<br/>These traps:[Traps.Start], [Traps.Start], [Traps.Start]<br/>These creatures: [Weird Fantasy Monster.Start], [Weird Fantasy Monster.Start], [Weird Fantasy Monster.Start]
3,'a slum' where all life is [cityadj]
10,'an inn'<br/>[Inn and Tavern Names.Start], famous for its [FantasyMenu.Descriptor][FantasyMenu.MainMeals]
15,'a [cityadj] temple' of [Religion] based on the worship of [Worship]
5,'the [cityadj] cathedral' of [Religion] based on the worship of [Worship]
3,'a desert' where death comes in the form of [Worshipped] and [Worshipped], full of [simplecolor] scorpions and [simplecolor] lizards
3,'a hill-strewn area'
3,'a swamp'
3,'a wasteland' where death comes in the form of [Worshipped] and [Worshipped]
1,'a [cityadj] monastery' of [Religion] based on the worship of [Worship]
1,'a prison' where everything is [cityadj] and the cells are [cityadj]
1,'a necropolis'
1,'a freakish structure' resembling no human architecture
3,'a jungle' overrun with [Animal.Weirdsymbol]s
3,'a mountainous area'
3,'a mountain fortress'<br/>[Random Fortress.Start]
3,'a plain' where [Tribals]
3,'the steppe'
1,'the tundra'
