
;Start
1,A Treasure-hunter, seeking a magnificent artifact.
1,A woman wronged by the man she loved.
1,A jovial patriarch, surrounded by his extended family.
1,An ivy-clad university, isolated from the cares of everyday life.
1,A prestigious museum, seeking the centerpiece for an important exhibit.
1,An ancient city, buried by the dunes for aeons, recently resurfaced.
1,A golden idol, worshipped by the local peoples.
1,A seemingly worthless trinket, which will bring it's owner nothing but trouble.
1,A team of Nazi archaeologists, looking for powerful artifacts.
1,An ancient artifact, reputed to have great power.
1,A bejeweled scepter, the symbol of rulership of long-dead kings.
1,A pit filled with asps and vipers.
1,A massive excavation at an ancient site.
1,An ancient temple, filled with traps.
1,A savage tribe of head-hunters, defending their territory against encroachment.
1,An experimental aircraft, fueled and ready.
1,A bazaar, filled with exotic goods and greedy vendors.
1,Treacherous underlings, ready to betray their employer.
1,A pack of wild dogs, vicious and starving.
1,A seedy bar, with a dangerous clientèle.
1,An interrogator, who's every word strikes fear into his 'clients'.
1,A stone city, once the seat of a great kingdom, now choked by the jungle.
1,A Tibetan monastery, home to a secretive sect.
1,A pet monkey which is far more than it seems.
1,A truck full of explosives.
1,A group of sword-wielding assassins.
1,An urbane and debonair rival.
1,A tramp steamer, probably used for smuggling – or worse.
1,A seaplane which has seen better days.
1,The thuggish lieutenant of an evil genius, chafing under his leader's restrictions.
1,A lost city, where the descendants of an ancient culture still survive.
1,Venomous spiders, used as weapons by a stealthy assassin.
1,A soldier-of-fortune, willing to do anything for a price.
1,A magnificent white stallion, fast as the wind.
1,A cunning informer, ingratiating himself to his targets before selling them out.
1,A sect of warrior monks, dedicated to protecting their holy site.
1,A secret text, long though lost, which is suddenly rediscovered.
1,The tomb of an age-old king, legendary for his wickedness, inscribed with curses against those who would rob it.
1,The daughter of a renowned researcher, now the only one who knows his secrets.
1,An ancient pendant, its riddle a key to secret treasures.
1,An expedition to a far corner of the globe, slowly running low on supplies.
1,A map; tattered, creased, and bloodstained, showing the route to a great treasure.
1,A fierce sandstorm, howling across the desert with seemingly malevolent intent.
1,The mummy of an ancient priest, preserved with arcane and terrible rites.
1,A young scholar, offered the chance to prove her heretical theories.
1,Narrow, claustrophobic catacombs, the final resting place of generations of monks and priests.
1,Yet another hasty exit made under hostile circumstances.
1,A caravanserai on the Silk Road, where merchants bearing exotic goods pause on their long journey to market. 
1,Spear-wielding tribesmen, furious at a foreigner's thoughtless transgression.
1,A horse-race through the desert, with a fabulous prize for the winning rider.
1,A pyramid, long concealed beneath desert sands, targeted by tomb robbers.
1,Cannibal pygmies
1,Canoes on the banks of a sluggish tropical river, their bottoms slashed by whomever captured their original owners.
1,The throbbing of distant tribal drums; the natives are restless.
1,An opium den, the denizens wreathed in narcotic smoke, oblivious to the squalor around them.
1,Kali-worshiping stranglers, attempting to bring about the end of the world.
1,A ramshackle airship and it's overly-cautious pilot.
1,A small arsenal of handguns, neatly rolled into a leather satchel.
1,The black sheep of a family of otherwise unimpeachable reputation.
1,A massive tome, it's owner unaware that it bears within it's pages the mystic secrets of immortality.
1,An army of tattered, zombie-like warriors.
1,A motorcycle and sidecar, careening down a narrow road full of switchbacks.
1,A town, recently abandoned by it's inhabitants, with food still on the tables and chores left half-complete.
1,The sword of a great general, thought to have been entombed with him.
1,Army ants, devouring everything in their path!
1,A secret city, concealed in the jungle.
1,The bones of the members of a lost expedition, suddenly discovered.
1,A high waterfall; seemingly the only escape from impending doom.
1,A narrow opening concealing both the release mechanism for a secret doorway and a deadly trap.


