
;Start
0,-----The Tempest/NM ----
1,A duke, unjustly exiled, with his books of power
1,A young woman, beautiful and innocent, who has never seen a man
1,An airy spirit, enslaved to a cunning magician
1,A demon, deformed and bestial, who toils in bondage but harbors lust within its breast
1,A withered crone, overthrown by foreign strangers
1,A kindly king, all too trusting and naive
1,A lord, usurprous and cruel, an architect of treachery
1,A prince, valiant and brave, if not overly intelligent
1,A prince, intending to overthrow his kingly brother
1,An ancient councilor, who shielded innocents
1,Two drunken servants who do more to amuse than to offend
1,Three playful spirits, who serve only those capable of commanding them
1,Sailors, storm tossed and fearful
1,A sandy island, tropical, airy, and far removed from the main shipping lanes
1,A barren cell, home to an exiled man
1,A tree, twisted in the wind and cracked in twain
1,Shade and still water, balmy and delightful
1,A cave, home to some barbarous brute
1,A tempest, wracking ships and men within its fearful gale
1,The breaking of a staff, and casting off of power
1,The overthrow of a lawful lord by his unworthy brother
1,The arranged marriage between two youthful ingenues.
1,A drunken riot and attempted revolution
1,A joyful homecoming, an exile returned in triumph
1,A sorcerer's illusion, which has trapped a company of men
1,A collection of books, which have the learning of magic in them
1,A sorcerer's staff, his symbol and source of power
1,A ship, broken on the shoals	
0,-----Two Gentlemen of Verona/NM ----
1,A gentleman, who travels the word seeking after experience and novelty
1,A man in love, scornful of all else
1,Two men in love - with the same woman, but out of reach
1,A band of outlaws, banished gentlemen in search of a king
1,A noble duke, overly protective of his daughter's virtues
1,A lady, disguised as a page, in love with her lord
1,A lady, mourning the death of her lover
1,A clown, who serves his mistress well, even as she beats him	
1,A city, far removed from all that is familiar
1,A forest redoubt, where lurk bandits
1,The tower window of a beautiful maiden
1,A planned elopement, thwarted through betrayal
1,An attempted rape, prevented in the nick of time
1,A startling discovery, which brings clarity to a lover
1,A marriage between two worthy people, approved by friends and family
1,A kidnapping, with unusual consequences
1,The crowning of a bandit king, who accepts else he would be put to death
1,A small dog, of humorous affect
1,A letter, containing protestations of love
1,A picture, meant to signify devotion
1,Two rings, exchanged at a tearful parting
0,----Merry Wives of Windsor/NM----
1,An elderly knight, huge of stature, and desiring an easy life
1,Three men, hangers on, humorous and shiftless
1,A page, much put upon, who knows more than he can say
1,Two gentlemen, comfortable, idle, and of good cheer, confident in their wives' fidelity
1,Two ladies, friendly and virtuous, unjustly importuned
1,A priest of foreign birth, whose habits engender laughter and whose sermonizing, sleep
1,A doctor from some distant country, arrogant and reedy
1,A go between, who serves where she can and does what she must
1,A judge, of shallow mien and some humor
1,A simple country man, who serves in a manor house
1,An innkeeper, who hears everything, but speaks only as appropriate
1,Two young lovers, happy in their approaching matrimony
1,A pair of lovers, from warring clans, destined to end their families' rivalry
0,-----Romeo and Juliet/NM ----
1,Two families, of equal rank, locked in bitter and deadly strife
1,A powerful prince, struggling to maintain civil order
1,The warlike Prince of Cats, fierce partisan in his family's feuds
